text,label
"Last chance: You have been selected for a cash reward. To proceed, click here at http://example.com/win. [id:0182]",spam
Account Services: Your account needs attention. last chance. click here at http://example.com/win. [id:0003],spam
Reminder: retrospective scheduled for today 3pm. Agenda and proposal are in the calendar invite. [id:0154],ham
"Hi Sam, are you free for brunch today 3pm? [id:0011]",ham
"Hey Jordan, I shared the draft for the bugfix release. Please review when you have a moment. [id:0135]",ham
Exclusive promotion just for you: get a premium membership. act now — verify your account: http://example.com/win. [id:0142],spam
"Morgan, quick update on the database migration: I fixed the issue and pushed a new commit. Notes are in the report. [id:0214]",ham
Congratulations! Your free iPhone is waiting. verify your account to complete the request: http://example.com/verify. [id:0030],spam
Congratulations! Your gift card is waiting. redeem today to complete the request: http://example.com/verify. [id:0122],spam
"Hello Riley, the draft from Globex is ready. I included the spreadsheet in the thread. [id:0008]",ham
"Hi Jordan, can we move our demo to tomorrow 10am? Let me know what works. [id:0195]",ham
Exclusive promotion just for you: get a exclusive deal. act now — click here: http://example.com/verify. [id:0139],spam
"Final notice: You have been selected for a premium membership. To proceed, click here at http://example.com/verify. [id:0223]",spam
"Last chance: You have been selected for a exclusive deal. To proceed, verify your account at http://example.com/login. [id:0091]",spam
"Hey Sam, I shared the invoice for the database migration. Please review when you have a moment. [id:0182]",ham
"Final notice: You have been selected for a cash reward. To proceed, redeem today at http://example.com/redeem. [id:0138]",spam
"Urgent: You have been selected for a shopping voucher. To proceed, claim now at http://example.com/verify. [id:0099]",spam
Security alert: unusual activity detected. Please confirm your details using http://example.com/win to avoid suspension. [id:0161],spam
"Offer expires soon: You have been selected for a shopping voucher. To proceed, redeem today at http://example.com/redeem. [id:0081]",spam
Congratulations! Your shopping voucher is waiting. confirm your details to complete the request: http://example.com/claim. [id:0035],spam
"Hey Casey, I shared the draft for the internship application. Please review when you have a moment. [id:0073]",ham
"Hi Morgan, are you free for dinner Friday 2pm? [id:0187]",ham
"Last chance: You have been selected for a cash reward. To proceed, redeem today at http://example.com/login. [id:0168]",spam
Support Team: Your account needs attention. offer expires soon. verify your account at http://example.com/win. [id:0128],spam
"Hi Alex, can we move our sync to Tuesday 11am? Let me know what works. [id:0137]",ham
Reminder: 1:1 scheduled for this evening. Agenda and draft are in the calendar invite. [id:0055],ham
"Hey Jamie, I shared the proposal for the website update. Please review when you have a moment. [id:0227]",ham
Security alert: unusual activity detected. Please confirm your details using http://example.com/redeem to avoid suspension. [id:0230],spam
Reminder: 1:1 scheduled for tomorrow 10am. Agenda and agenda are in the calendar invite. [id:0111],ham
"Hello Riley, the draft from Contoso is ready. I included the attached PDF in the thread. [id:0023]",ham
Reminder: 1:1 scheduled for next Monday 9am. Agenda and proposal are in the calendar invite. [id:0085],ham
"Hello Chris, the slides from Wayne Enterprises is ready. I included the doc in the thread. [id:0156]",ham
"Hi Morgan, are you free for brunch Tuesday 11am? [id:0005]",ham
"Hey Jamie, I shared the notes for the internship application. Please review when you have a moment. [id:0205]",ham
Exclusive promotion just for you: get a premium membership. limited time — click here: http://example.com/login. [id:0244],spam
Promotions: Your account needs attention. final notice. click here at http://example.com/claim. [id:0065],spam
Reminder: sync scheduled for next Monday 9am. Agenda and proposal are in the calendar invite. [id:0196],ham
"Hey Sam, I shared the notes for the website update. Please review when you have a moment. [id:0108]",ham
Billing Dept: Your account needs attention. limited time. verify your account at http://example.com/win. [id:0074],spam
"Hi Alex, can we move our project review to today 3pm? Let me know what works. [id:0097]",ham
"Hello Morgan, the minutes from Contoso is ready. I included the slides in the thread. [id:0192]",ham
Reminder: demo scheduled for tomorrow 10am. Agenda and minutes are in the calendar invite. [id:0107],ham
Account Services: Your account needs attention. last chance. redeem today at http://example.com/win. [id:0156],spam
Congratulations! Your cash reward is waiting. click here to complete the request: http://example.com/login. [id:0233],spam
"Hello Sam, the minutes from Northwind is ready. I included the zip file in the thread. [id:0158]",ham
Reminder: standup scheduled for Friday 2pm. Agenda and agenda are in the calendar invite. [id:0176],ham
"Jamie, quick update on the RAG platform: I fixed the issue and pushed a new commit. Notes are in the report. [id:0120]",ham
"Jamie, quick update on the internship application: I fixed the issue and pushed a new commit. Notes are in the notes. [id:0173]",ham
Congratulations! Your free iPhone is waiting. confirm your details to complete the request: http://example.com/verify. [id:0117],spam
"Offer expires soon: You have been selected for a gift card. To proceed, claim now at http://example.com/redeem. [id:0159]",spam
Congratulations! Your gift card is waiting. verify your account to complete the request: http://example.com/verify. [id:0096],spam
"Hey Riley, I shared the minutes for the RAG platform. Please review when you have a moment. [id:0044]",ham
"Jamie, quick update on the website update: I fixed the issue and pushed a new commit. Notes are in the notes. [id:0236]",ham
"Hi Avery, are you free for coffee this evening? [id:0121]",ham
"Hi Jordan, can we move our planning meeting to Friday 2pm? Let me know what works. [id:0050]",ham
"Hi Riley, can we move our retrospective to this afternoon? Let me know what works. [id:0210]",ham
Exclusive promotion just for you: get a shopping voucher. last chance — claim now: http://example.com/login. [id:0140],spam
"Casey, quick update on the bugfix release: I fixed the issue and pushed a new commit. Notes are in the agenda. [id:0021]",ham
Account Services: Your account needs attention. last chance. redeem today at http://example.com/login. [id:0033],spam
"Hey Jamie, I shared the report for the database migration. Please review when you have a moment. [id:0209]",ham
Congratulations! Your shopping voucher is waiting. click here to complete the request: http://example.com/claim. [id:0002],spam
"Hi Jordan, can we move our planning meeting to next Monday 9am? Let me know what works. [id:0133]",ham
"Casey, quick update on the internship application: I fixed the issue and pushed a new commit. Notes are in the slides. [id:0194]",ham
Billing Dept: Your account needs attention. act now. click here at http://example.com/win. [id:0204],spam
Congratulations! Your cash reward is waiting. redeem today to complete the request: http://example.com/redeem. [id:0213],spam
"Last chance: You have been selected for a premium membership. To proceed, click here at http://example.com/redeem. [id:0052]",spam
"Hello Sam, the proposal from Wayne Enterprises is ready. I included the zip file in the thread. [id:0022]",ham
Exclusive promotion just for you: get a exclusive deal. last chance — click here: http://example.com/win. [id:0056],spam
Congratulations! Your premium membership is waiting. confirm your details to complete the request: http://example.com/win. [id:0205],spam
Reminder: standup scheduled for Tuesday 11am. Agenda and agenda are in the calendar invite. [id:0015],ham
"Hi Taylor, can we move our retrospective to Tuesday 11am? Let me know what works. [id:0100]",ham
"Hi Avery, are you free for lunch tomorrow 10am? [id:0186]",ham
"Hi Avery, are you free for coffee today 3pm? [id:0146]",ham
"Jordan, quick update on the RAG platform: I fixed the issue and pushed a new commit. Notes are in the minutes. [id:0141]",ham
"Hello Jamie, the slides from Contoso is ready. I included the doc in the thread. [id:0226]",ham
Security alert: unusual activity detected. Please redeem today using http://example.com/login to avoid suspension. [id:0023],spam
Security alert: unusual activity detected. Please verify your account using http://example.com/win to avoid suspension. [id:0066],spam
"Hey Chris, I shared the agenda for the database migration. Please review when you have a moment. [id:0103]",ham
"Casey, quick update on the bugfix release: I fixed the issue and pushed a new commit. Notes are in the report. [id:0053]",ham
Congratulations! Your cash reward is waiting. unlock access to complete the request: http://example.com/redeem. [id:0089],spam
"Hello Avery, the slides from Acme Corp is ready. I included the doc in the thread. [id:0006]",ham
"Hey Sam, I shared the invoice for the database migration. Please review when you have a moment. [id:0115]",ham
Congratulations! Your cash reward is waiting. redeem today to complete the request: http://example.com/redeem. [id:0239],spam
"Hi Avery, can we move our project review to this evening? Let me know what works. [id:0216]",ham
Exclusive promotion just for you: get a shopping voucher. limited time — confirm your details: http://example.com/redeem. [id:0114],spam
"Chris, quick update on the website update: I fixed the issue and pushed a new commit. Notes are in the report. [id:0129]",ham
Exclusive promotion just for you: get a free iPhone. act now — click here: http://example.com/claim. [id:0226],spam
Security alert: unusual activity detected. Please redeem today using http://example.com/claim to avoid suspension. [id:0199],spam
Reminder: planning meeting scheduled for Tuesday 11am. Agenda and slides are in the calendar invite. [id:0048],ham
Security alert: unusual activity detected. Please confirm your details using http://example.com/redeem to avoid suspension. [id:0187],spam
"Hello Jamie, the minutes from Wayne Enterprises is ready. I included the attached PDF in the thread. [id:0066]",ham
"Morgan, quick update on the course project: I fixed the issue and pushed a new commit. Notes are in the draft. [id:0244]",ham
"Hello Sam, the report from Globex is ready. I included the doc in the thread. [id:0199]",ham
Reminder: retrospective scheduled for Friday 2pm. Agenda and report are in the calendar invite. [id:0161],ham
Exclusive promotion just for you: get a free iPhone. final notice — confirm your details: http://example.com/redeem. [id:0118],spam
"Hi Jordan, are you free for coffee Tuesday 11am? [id:0090]",ham
"Offer expires soon: You have been selected for a exclusive deal. To proceed, confirm your details at http://example.com/win. [id:0070]",spam
Exclusive promotion just for you: get a shopping voucher. final notice — confirm your details: http://example.com/win. [id:0050],spam
Security Desk: Your account needs attention. final notice. claim now at http://example.com/login. [id:0092],spam
"Hello Taylor, the draft from Acme Corp is ready. I included the spreadsheet in the thread. [id:0098]",ham
"Hello Jamie, the slides from Acme Corp is ready. I included the spreadsheet in the thread. [id:0068]",ham
Security alert: unusual activity detected. Please confirm your details using http://example.com/claim to avoid suspension. [id:0008],spam
Security Desk: Your account needs attention. last chance. unlock access at http://example.com/redeem. [id:0063],spam
"Hello Riley, the agenda from Acme Corp is ready. I included the zip file in the thread. [id:0239]",ham
"Hi Alex, are you free for brunch today 3pm? [id:0071]",ham
"Hey Morgan, I shared the agenda for the bugfix release. Please review when you have a moment. [id:0074]",ham
Reminder: 1:1 scheduled for tomorrow 10am. Agenda and report are in the calendar invite. [id:0032],ham
Exclusive promotion just for you: get a cash reward. final notice — redeem today: http://example.com/redeem. [id:0007],spam
"Act now: You have been selected for a cash reward. To proceed, click here at http://example.com/verify. [id:0145]",spam
"Hello Riley, the slides from Acme Corp is ready. I included the doc in the thread. [id:0080]",ham
"Alex, quick update on the database migration: I fixed the issue and pushed a new commit. Notes are in the notes. [id:0149]",ham
"Hello Casey, the report from Umbrella is ready. I included the attached PDF in the thread. [id:0037]",ham
Security alert: unusual activity detected. Please redeem today using http://example.com/login to avoid suspension. [id:0129],spam
Congratulations! Your free iPhone is waiting. unlock access to complete the request: http://example.com/win. [id:0181],spam
Congratulations! Your gift card is waiting. claim now to complete the request: http://example.com/verify. [id:0236],spam
Reminder: retrospective scheduled for tomorrow 10am. Agenda and minutes are in the calendar invite. [id:0238],ham
"Hi Sam, can we move our project review to next Monday 9am? Let me know what works. [id:0229]",ham
"Hi Taylor, are you free for lunch this evening? [id:0200]",ham
Exclusive promotion just for you: get a exclusive deal. offer expires soon — claim now: http://example.com/verify. [id:0014],spam
"Hi Alex, can we move our sync to this afternoon? Let me know what works. [id:0081]",ham
"Casey, quick update on the website update: I fixed the issue and pushed a new commit. Notes are in the draft. [id:0035]",ham
Exclusive promotion just for you: get a gift card. last chance — redeem today: http://example.com/redeem. [id:0194],spam
Security Desk: Your account needs attention. final notice. verify your account at http://example.com/verify. [id:0124],spam
Reminder: sync scheduled for this afternoon. Agenda and draft are in the calendar invite. [id:0087],ham
Security alert: unusual activity detected. Please unlock access using http://example.com/login to avoid suspension. [id:0104],spam
"Hi Casey, can we move our standup to tomorrow 10am? Let me know what works. [id:0062]",ham
Congratulations! Your cash reward is waiting. confirm your details to complete the request: http://example.com/verify. [id:0217],spam
Exclusive promotion just for you: get a gift card. urgent — confirm your details: http://example.com/login. [id:0048],spam
"Hello Sam, the report from Stark Industries is ready. I included the zip file in the thread. [id:0148]",ham
"Act now: You have been selected for a premium membership. To proceed, verify your account at http://example.com/verify. [id:0165]",spam
Congratulations! Your free iPhone is waiting. unlock access to complete the request: http://example.com/claim. [id:0154],spam
Security alert: unusual activity detected. Please click here using http://example.com/redeem to avoid suspension. [id:0106],spam
Congratulations! Your gift card is waiting. claim now to complete the request: http://example.com/win. [id:0186],spam
Account Services: Your account needs attention. limited time. verify your account at http://example.com/verify. [id:0237],spam
"Hello Morgan, the proposal from Northwind is ready. I included the slides in the thread. [id:0160]",ham
"Jamie, quick update on the bugfix release: I fixed the issue and pushed a new commit. Notes are in the draft. [id:0113]",ham
"Hi Chris, are you free for brunch tomorrow 10am? [id:0134]",ham
"Hi Jamie, are you free for brunch Friday 2pm? [id:0231]",ham
"Limited time: You have been selected for a cash reward. To proceed, claim now at http://example.com/login. [id:0240]",spam
Reminder: project review scheduled for tomorrow 10am. Agenda and slides are in the calendar invite. [id:0020],ham
"Hey Sam, I shared the agenda for the website update. Please review when you have a moment. [id:0067]",ham
Security alert: unusual activity detected. Please unlock access using http://example.com/redeem to avoid suspension. [id:0058],spam
"Hi Taylor, can we move our project review to Tuesday 11am? Let me know what works. [id:0126]",ham
"Casey, quick update on the bugfix release: I fixed the issue and pushed a new commit. Notes are in the proposal. [id:0163]",ham
Security alert: unusual activity detected. Please click here using http://example.com/verify to avoid suspension. [id:0178],spam
Exclusive promotion just for you: get a cash reward. urgent — verify your account: http://example.com/redeem. [id:0219],spam
"Offer expires soon: You have been selected for a premium membership. To proceed, click here at http://example.com/verify. [id:0125]",spam
"Offer expires soon: You have been selected for a premium membership. To proceed, click here at http://example.com/redeem. [id:0215]",spam
Security alert: unusual activity detected. Please claim now using http://example.com/win to avoid suspension. [id:0071],spam
Security alert: unusual activity detected. Please click here using http://example.com/verify to avoid suspension. [id:0079],spam
"Hi Morgan, can we move our retrospective to this evening? Let me know what works. [id:0218]",ham
"Casey, quick update on the bugfix release: I fixed the issue and pushed a new commit. Notes are in the notes. [id:0157]",ham
"Hey Chris, I shared the report for the website update. Please review when you have a moment. [id:0177]",ham
Exclusive promotion just for you: get a premium membership. offer expires soon — unlock access: http://example.com/verify. [id:0086],spam
"Hi Riley, can we move our client call to Tuesday 11am? Let me know what works. [id:0207]",ham
"Avery, quick update on the database migration: I fixed the issue and pushed a new commit. Notes are in the invoice. [id:0086]",ham
"Hey Alex, I shared the notes for the bugfix release. Please review when you have a moment. [id:0047]",ham
"Limited time: You have been selected for a cash reward. To proceed, click here at http://example.com/login. [id:0068]",spam
Support Team: Your account needs attention. act now. redeem today at http://example.com/verify. [id:0235],spam
"Hi Morgan, can we move our client call to Tuesday 11am? Let me know what works. [id:0128]",ham
Exclusive promotion just for you: get a cash reward. final notice — redeem today: http://example.com/win. [id:0190],spam
Security alert: unusual activity detected. Please verify your account using http://example.com/verify to avoid suspension. [id:0012],spam
"Limited time: You have been selected for a free iPhone. To proceed, confirm your details at http://example.com/win. [id:0060]",spam
"Hey Jordan, I shared the report for the database migration. Please review when you have a moment. [id:0069]",ham
"Hi Jamie, can we move our retrospective to Tuesday 11am? Let me know what works. [id:0147]",ham
"Hello Jamie, the report from Wayne Enterprises is ready. I included the attached PDF in the thread. [id:0082]",ham
Exclusive promotion just for you: get a free iPhone. limited time — claim now: http://example.com/win. [id:0227],spam
Exclusive promotion just for you: get a shopping voucher. limited time — redeem today: http://example.com/verify. [id:0101],spam
"Last chance: You have been selected for a premium membership. To proceed, verify your account at http://example.com/win. [id:0009]",spam
"Hi Taylor, can we move our 1:1 to this evening? Let me know what works. [id:0151]",ham
"Hi Alex, can we move our project review to this evening? Let me know what works. [id:0234]",ham
Security alert: unusual activity detected. Please verify your account using http://example.com/claim to avoid suspension. [id:0174],spam
Support Team: Your account needs attention. final notice. click here at http://example.com/verify. [id:0155],spam
"Last chance: You have been selected for a cash reward. To proceed, redeem today at http://example.com/claim. [id:0158]",spam
Congratulations! Your free iPhone is waiting. click here to complete the request: http://example.com/win. [id:0036],spam
"Offer expires soon: You have been selected for a shopping voucher. To proceed, verify your account at http://example.com/login. [id:0206]",spam
"Hey Morgan, I shared the notes for the database migration. Please review when you have a moment. [id:0092]",ham
"Hello Riley, the draft from Acme Corp is ready. I included the slides in the thread. [id:0046]",ham
Rewards Center: Your account needs attention. offer expires soon. redeem today at http://example.com/win. [id:0019],spam
Reminder: demo scheduled for tomorrow 10am. Agenda and report are in the calendar invite. [id:0102],ham
Billing Dept: Your account needs attention. last chance. redeem today at http://example.com/redeem. [id:0248],spam
Security alert: unusual activity detected. Please claim now using http://example.com/claim to avoid suspension. [id:0196],spam
"Hey Alex, I shared the draft for the bugfix release. Please review when you have a moment. [id:0095]",ham
Security alert: unusual activity detected. Please claim now using http://example.com/login to avoid suspension. [id:0210],spam
"Hello Alex, the proposal from Wayne Enterprises is ready. I included the spreadsheet in the thread. [id:0072]",ham
Congratulations! Your premium membership is waiting. unlock access to complete the request: http://example.com/verify. [id:0146],spam
"Hi Sam, can we move our demo to this evening? Let me know what works. [id:0018]",ham
"Limited time: You have been selected for a exclusive deal. To proceed, claim now at http://example.com/claim. [id:0054]",spam
"Avery, quick update on the bugfix release: I fixed the issue and pushed a new commit. Notes are in the report. [id:0142]",ham
"Hi Chris, can we move our retrospective to tomorrow 10am? Let me know what works. [id:0036]",ham
Congratulations! Your free iPhone is waiting. unlock access to complete the request: http://example.com/redeem. [id:0076],spam
Exclusive promotion just for you: get a cash reward. limited time — redeem today: http://example.com/claim. [id:0212],spam
Security alert: unusual activity detected. Please redeem today using http://example.com/win to avoid suspension. [id:0057],spam
"Hi Riley, can we move our standup to next Monday 9am? Let me know what works. [id:0232]",ham
"Hi Avery, are you free for brunch today 3pm? [id:0180]",ham
"Final notice: You have been selected for a gift card. To proceed, click here at http://example.com/claim. [id:0006]",spam
Security alert: unusual activity detected. Please redeem today using http://example.com/claim to avoid suspension. [id:0234],spam
Reminder: standup scheduled for next Monday 9am. Agenda and invoice are in the calendar invite. [id:0016],ham
Exclusive promotion just for you: get a shopping voucher. limited time — click here: http://example.com/redeem. [id:0141],spam
Exclusive promotion just for you: get a gift card. final notice — redeem today: http://example.com/win. [id:0166],spam
"Chris, quick update on the course project: I fixed the issue and pushed a new commit. Notes are in the notes. [id:0099]",ham
"Hello Riley, the slides from Umbrella is ready. I included the attached PDF in the thread. [id:0065]",ham
Reminder: retrospective scheduled for next Monday 9am. Agenda and minutes are in the calendar invite. [id:0116],ham
"Hello Casey, the slides from Globex is ready. I included the zip file in the thread. [id:0202]",ham
"Hello Chris, the agenda from Globex is ready. I included the slides in the thread. [id:0167]",ham
Promotions: Your account needs attention. act now. confirm your details at http://example.com/verify. [id:0132],spam
"Hi Taylor, can we move our standup to this evening? Let me know what works. [id:0049]",ham
Billing Dept: Your account needs attention. urgent. redeem today at http://example.com/win. [id:0103],spam
"Hey Alex, I shared the invoice for the website update. Please review when you have a moment. [id:0145]",ham
"Hi Morgan, are you free for dinner this evening? [id:0056]",ham
Security alert: unusual activity detected. Please unlock access using http://example.com/verify to avoid suspension. [id:0216],spam
Congratulations! Your exclusive deal is waiting. click here to complete the request: http://example.com/claim. [id:0021],spam
"Offer expires soon: You have been selected for a free iPhone. To proceed, redeem today at http://example.com/redeem. [id:0064]",spam
Exclusive promotion just for you: get a shopping voucher. urgent — unlock access: http://example.com/win. [id:0098],spam
Congratulations! Your gift card is waiting. unlock access to complete the request: http://example.com/verify. [id:0108],spam
Reminder: client call scheduled for today 3pm. Agenda and report are in the calendar invite. [id:0190],ham
Exclusive promotion just for you: get a premium membership. final notice — redeem today: http://example.com/redeem. [id:0088],spam
"Offer expires soon: You have been selected for a premium membership. To proceed, claim now at http://example.com/login. [id:0229]",spam
Congratulations! Your free iPhone is waiting. claim now to complete the request: http://example.com/win. [id:0061],spam
Exclusive promotion just for you: get a premium membership. act now — claim now: http://example.com/verify. [id:0075],spam
"Morgan, quick update on the internship application: I fixed the issue and pushed a new commit. Notes are in the draft. [id:0052]",ham
"Taylor, quick update on the RAG platform: I fixed the issue and pushed a new commit. Notes are in the agenda. [id:0014]",ham
"Hello Morgan, the notes from Contoso is ready. I included the spreadsheet in the thread. [id:0171]",ham
"Hi Alex, can we move our 1:1 to this afternoon? Let me know what works. [id:0007]",ham
"Hi Casey, can we move our sync to next Monday 9am? Let me know what works. [id:0215]",ham
Exclusive promotion just for you: get a cash reward. limited time — verify your account: http://example.com/redeem. [id:0202],spam
Congratulations! Your gift card is waiting. redeem today to complete the request: http://example.com/win. [id:0040],spam
Exclusive promotion just for you: get a cash reward. urgent — click here: http://example.com/claim. [id:0153],spam
Reminder: demo scheduled for this evening. Agenda and draft are in the calendar invite. [id:0061],ham
Security alert: unusual activity detected. Please click here using http://example.com/win to avoid suspension. [id:0120],spam
Reminder: project review scheduled for this afternoon. Agenda and agenda are in the calendar invite. [id:0243],ham
Exclusive promotion just for you: get a free iPhone. offer expires soon — unlock access: http://example.com/win. [id:0243],spam
"Hello Sam, the invoice from Contoso is ready. I included the zip file in the thread. [id:0024]",ham
Reminder: client call scheduled for Friday 2pm. Agenda and invoice are in the calendar invite. [id:0191],ham
"Hi Morgan, are you free for brunch Tuesday 11am? [id:0017]",ham
"Hi Morgan, are you free for dinner Friday 2pm? [id:0091]",ham
"Taylor, quick update on the database migration: I fixed the issue and pushed a new commit. Notes are in the invoice. [id:0105]",ham
"Hi Morgan, are you free for lunch this evening? [id:0136]",ham
"Urgent: You have been selected for a free iPhone. To proceed, redeem today at http://example.com/win. [id:0116]",spam
